,model,pixels,image,true,predicted,success,cdiff,prior_probs,predicted_probs,perturbation
59,sequential,1,2118,6,5,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[6.5103966e-25 1.3145397e-31 0.0000000e+00 6.0632153e-19 0.0000000e+00
   1.0000000e+00 4.9108617e-38 3.5449887e-12 1.2770907e-12 1.6131870e-20]]]",[303.49368668 211.84236115 229.37900076 109.54382145]
60,sequential,1,1984,2,2,False,-0.9928836,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[4.9317325e-05 2.8537852e-13 9.9995065e-01 1.2736381e-10 5.9037334e-16
   4.4601744e-19 1.9288715e-11 4.0147746e-10 7.7875939e-16 6.5458297e-19]]]",[515.14425335  10.48896492  56.47492537 197.56672969]
61,sequential,1,9768,2,2,False,-0.97684133,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[0.0000000e+00 1.4181519e-36 1.0000000e+00 3.2307029e-21 0.0000000e+00
   2.8684649e-20 0.0000000e+00 1.7126027e-36 0.0000000e+00 0.0000000e+00]]]",[536.99237144   2.26767228 208.17683239  78.75635101]
62,sequential,1,5887,7,5,True,0.19634877,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[1.2399368e-23 4.7591212e-35 0.0000000e+00 0.0000000e+00 9.4552526e-14
   9.9985826e-01 5.0922695e-29 1.4169737e-04 1.0917889e-30 1.4023216e-10]]]",[371.23995221 192.07991477  90.13367525 158.58169043]
63,sequential,1,9779,2,3,True,0.2903405,"[7.0687544e-01 1.2369797e-07 2.9034051e-01 5.2814703e-06 1.8688455e-05
 5.5373908e-07 2.3442075e-05 1.0500769e-04 2.5806271e-03 5.0368060e-05]",[[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]]],[283.84958563 207.75311001 100.35898151 254.54507847]
64,sequential,1,3558,5,7,True,6.9613714e-05,"[9.9979585e-01 3.0585111e-06 4.1192401e-05 6.7246387e-05 3.2782879e-10
 6.9613714e-05 1.0893197e-05 4.8536349e-06 3.1849588e-06 4.1351550e-06]","[[[2.3626216e-25 6.3944017e-03 8.7876882e-17 1.5831758e-21 7.6827613e-32
   6.3356998e-23 1.7750407e-30 9.9360561e-01 0.0000000e+00 1.2472705e-35]]]",[ 11.35388475  14.00830609 238.9644666  171.03226564]
65,sequential,1,2896,8,4,True,0.096418336,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[7.17837025e-08 6.70098963e-19 1.75823221e-16 2.25643788e-29
   9.99894500e-01 9.16746512e-16 1.46294681e-07 6.25922439e-11
   1.05247134e-04 1.31937389e-13]]]",[386.96448472   8.97804214 116.35784422 129.64695132]
66,sequential,1,2073,5,5,False,-0.78082037,"[7.0036775e-01 9.3503459e-06 6.9682960e-06 8.3299754e-03 7.6298129e-06
 2.1916100e-01 7.0149206e-02 5.7331071e-04 9.4418891e-04 4.5056228e-04]","[[[3.8850388e-29 3.4036224e-27 3.2035374e-11 1.8580751e-05 3.4530160e-20
   9.9998140e-01 5.6057802e-28 8.3201337e-25 2.6795118e-22 1.7068804e-17]]]",[510.95495501 172.10300842  27.69498213 127.87576529]
67,sequential,1,2896,8,8,False,-0.90336794,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[0.0000000e+00 1.9362414e-32 0.0000000e+00 2.6652618e-24 0.0000000e+00
   1.0851380e-04 7.1896669e-34 0.0000000e+00 9.9989152e-01 0.0000000e+00]]]",[250.5828139  140.33816146 141.88428117 158.57040367]
68,sequential,1,2118,6,2,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.0000000e+00 3.5820452e-27 1.0000000e+00 0.0000000e+00 1.0564466e-33
   0.0000000e+00 0.0000000e+00 3.2849165e-10 0.0000000e+00 0.0000000e+00]]]",[389.13843123  22.50555713 223.84080583  33.38976066]
69,sequential,1,939,2,7,True,0.30224958,"[6.8734634e-01 2.5551759e-07 3.0224958e-01 7.0893811e-04 4.9006160e-10
 8.9524292e-06 1.1791135e-05 8.7233409e-03 7.7692981e-05 8.7314215e-04]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 5.8967599e-29 0.0000000e+00
   1.1425093e-25 0.0000000e+00 1.0000000e+00 0.0000000e+00 3.4824634e-26]]]",[741.80710907  83.2648297  210.754035   114.16551973]
70,sequential,1,3558,5,6,True,6.9613714e-05,"[9.9979585e-01 3.0585111e-06 4.1192401e-05 6.7246387e-05 3.2782879e-10
 6.9613714e-05 1.0893197e-05 4.8536349e-06 3.1849588e-06 4.1351550e-06]","[[[0.0000000e+00 1.2773545e-26 0.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[ 70.03178894 118.5859269  232.71274997 154.20053755]
71,sequential,1,4163,9,2,True,0.10313544,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]",[[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]]],[418.98270506  96.82898809 130.90728192 110.39370781]
72,sequential,1,2098,2,5,True,0.1883446,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 3.4684553e-38 4.6439554e-11
   1.0000000e+00 0.0000000e+00 0.0000000e+00 4.0032470e-34 0.0000000e+00]]]",[249.18812635 141.03399596  83.88776413 208.92288772]
73,sequential,1,6011,3,2,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 1.6655544e-31 1.0000000e+00 0.0000000e+00 1.8758494e-17
   3.6549634e-36 0.0000000e+00 0.0000000e+00 0.0000000e+00 1.6079380e-30]]]",[665.85527441 153.61798697 185.31991959 245.03441523]
74,sequential,1,2293,9,7,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[3.6812238e-23 0.0000000e+00 5.7739680e-10 0.0000000e+00 8.3000393e-38
   2.5778773e-26 3.3196408e-36 1.0000000e+00 5.2845503e-37 2.7165555e-19]]]",[314.94546544 168.06069909  65.57868964  79.12087096]
75,sequential,1,1678,2,3,True,0.28036037,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[3.2608676e-15 3.0643803e-09 1.5610695e-08 9.9730456e-01 2.3033031e-16
   1.0977845e-11 1.2535758e-14 2.6954778e-03 3.6178508e-20 2.2842403e-28]]]",[169.68748263 128.11322472  27.78181775  92.6479058 ]
76,sequential,1,1984,2,7,True,0.007067036,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[4.6385752e-21 1.8324653e-13 2.2698084e-24 4.4212386e-18 3.2423658e-27
   9.7739148e-06 3.3061889e-20 9.9999022e-01 1.2485983e-21 6.0089094e-26]]]",[260.767198   202.73545411  86.9761024   43.78341011]
77,sequential,1,1984,2,5,True,0.0067145964,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[0.0000000e+00 1.8793865e-15 3.5243944e-04 2.8282654e-30 0.0000000e+00
   9.9964750e-01 2.3344795e-36 2.3359582e-36 1.0977031e-34 2.5893694e-30]]]",[690.96457201  25.59804788 162.3403469  125.65468702]
78,sequential,1,9768,2,1,True,0.023158668,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[4.9350755e-30 9.9865925e-01 4.7767709e-28 1.1940447e-15 1.3267440e-03
   3.7214247e-16 1.3969429e-05 6.1696369e-12 9.7869233e-26 7.2782216e-09]]]",[383.82600145 124.55800415 200.33834428  17.54975559]
79,sequential,1,6011,3,4,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 2.1987211e-38 0.0000000e+00 0.0000000e+00 1.0000000e+00
   5.8320895e-28 0.0000000e+00 1.2925375e-22 0.0000000e+00 0.0000000e+00]]]",[375.34559655 143.28324492 108.03890773 219.3924254 ]
80,sequential,1,4814,6,4,True,0.2763974,"[5.8632886e-01 8.7111490e-03 1.0339478e-04 1.0100779e-03 3.7532739e-02
 2.1048696e-05 2.7639741e-01 3.9327819e-02 4.6470779e-04 5.0102793e-02]","[[[0.0000000e+00 0.0000000e+00 2.5961532e-34 5.6416397e-08 1.0000000e+00
   0.0000000e+00 0.0000000e+00 5.6689255e-17 9.8587013e-27 0.0000000e+00]]]",[152.79221707  60.5355275  212.96785694  87.96290152]
81,sequential,1,6011,3,5,True,0.070878044,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
   1.00000e+00 1.31018e-30 0.00000e+00 0.00000e+00 0.00000e+00]]]",[ 74.78826913 150.18975962  79.64640214   5.23416297]
82,sequential,1,1678,2,7,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.0000000e+00 8.7102916e-22 3.6499597e-22 7.8797968e-27 0.0000000e+00
   6.4816494e-33 0.0000000e+00 1.0000000e+00 0.0000000e+00 1.8132544e-30]]]",[208.33972882 181.58661789 117.77518697 112.05343125]
83,sequential,1,2896,8,0,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[1.0000000e+00 1.1143831e-19 3.3827118e-11 1.0485526e-08 4.1100383e-24
   2.7526745e-08 2.7309612e-08 1.0410203e-11 4.3192774e-13 7.2725182e-18]]]",[398.4283446   67.16050492  62.01145008  98.533313  ]
84,sequential,1,2648,9,2,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]",[[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]]],[418.04857804 238.56271483 140.93528262 129.08570423]
85,sequential,1,6011,3,3,False,-0.929122,"[5.3774792e-01 9.4990173e-05 7.2037306e-05 7.0878044e-02 7.0260153e-10
 2.4874981e-03 3.6735010e-08 7.4672103e-06 2.3522135e-04 3.8847688e-01]","[[[0.0000000e+00 6.5219784e-33 1.7326687e-24 1.0000000e+00 0.0000000e+00
   1.5955066e-27 0.0000000e+00 2.3101765e-34 3.8451453e-26 1.6371244e-18]]]",[407.41489287 149.6514915  175.72354514 188.76037241]
86,sequential,1,2118,6,4,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 9.9999988e-01
   1.8899427e-31 0.0000000e+00 1.4548252e-07 0.0000000e+00 0.0000000e+00]]]",[320.06012511 183.27288414 216.16886577  54.19949428]
87,sequential,1,6059,3,7,True,0.0033400604,"[5.5530691e-01 3.3847860e-05 1.0550412e-03 3.3400604e-03 7.4850934e-09
 3.1144009e-05 2.2487397e-06 7.4801421e-05 4.3759653e-03 4.3577996e-01]","[[[2.4972462e-25 9.0605599e-17 2.1215615e-25 2.2212517e-23 7.4659074e-31
   7.2708167e-02 6.4050058e-24 9.2729181e-01 1.2291586e-33 5.9415784e-19]]]",[261.43429521 132.74862246 102.52648913 220.57354123]
88,sequential,1,9768,2,5,True,-0.027860867,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[0.0000000e+00 1.2446193e-33 5.1019534e-02 0.0000000e+00 0.0000000e+00
   9.4898051e-01 0.0000000e+00 1.4457340e-19 0.0000000e+00 0.0000000e+00]]]",[696.31843924 106.16463006 140.8740259   17.3841893 ]
89,sequential,1,5887,7,6,True,0.19649047,"[7.7806032e-01 1.3251738e-05 2.1403056e-04 3.1343734e-05 5.9665163e-05
 6.1804531e-03 9.6378117e-06 1.9649047e-01 5.6629813e-07 1.8940400e-02]","[[[1.0110875e-26 3.5164836e-30 7.1463904e-35 0.0000000e+00 0.0000000e+00
   4.9244136e-20 1.0000000e+00 4.3835246e-35 6.9377563e-28 5.1839645e-35]]]",[ 46.6140285   31.09244679  66.03380972 218.45757336]
90,sequential,1,2896,8,7,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[0.0000000e+00 0.0000000e+00 1.4986803e-11 4.7347288e-14 0.0000000e+00
   7.6528969e-29 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[254.14899714 175.68072567 158.49968186 193.12193635]
91,sequential,1,2293,9,7,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],[253.21018297 191.19121893 153.48285655 239.97959015]
92,sequential,1,6059,3,2,True,0.0033400604,"[5.5530691e-01 3.3847860e-05 1.0550412e-03 3.3400604e-03 7.4850934e-09
 3.1144009e-05 2.2487397e-06 7.4801421e-05 4.3759653e-03 4.3577996e-01]","[[[1.1124270e-26 4.5805395e-13 9.9998236e-01 0.0000000e+00 1.7615723e-05
   1.9580849e-17 1.7310943e-29 1.6239148e-19 0.0000000e+00 4.0535248e-23]]]",[458.88983264 243.28874637 204.34894544 252.13190142]
93,sequential,1,939,2,2,False,-0.6965455,"[6.8734634e-01 2.5551759e-07 3.0224958e-01 7.0893811e-04 4.9006160e-10
 8.9524292e-06 1.1791135e-05 8.7233409e-03 7.7692981e-05 8.7314215e-04]","[[[0.         0.         0.99879503 0.         0.         0.
   0.         0.00120497 0.         0.        ]]]",[388.89579453 237.73674483 152.01776246 141.97423652]
94,sequential,1,2098,2,7,True,0.1883446,"[8.1158644e-01 4.1969241e-07 1.8834460e-01 1.7998369e-05 2.1211379e-06
 2.1483084e-09 1.0839205e-05 7.8758221e-06 2.5316258e-05 4.3309938e-06]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],[743.70117329 194.04471763 221.48958244 151.53478179]
95,sequential,1,9768,2,8,True,0.023123587,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[2.8118055e-07 1.7738533e-11 3.5080357e-05 4.5236720e-05 1.4037708e-12
   2.2210148e-01 8.5337093e-10 1.3618022e-11 7.7777618e-01 4.1762538e-05]]]",[251.99113696  31.98973635  26.75048945   2.92564554]
96,sequential,1,9768,2,7,True,0.023158668,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[6.2343646e-24 6.3404429e-25 7.8941360e-21 4.4289072e-11 2.6076650e-34
   6.7473559e-07 1.6753793e-16 9.9999928e-01 1.1886419e-25 6.0462012e-15]]]",[289.53575268 243.74244465   6.56732264  40.81178978]
97,sequential,1,2648,9,8,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[0.0000000e+00 0.0000000e+00 1.3707865e-21 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 6.7966881e-37 1.0000000e+00 0.0000000e+00]]]",[165.81362962 198.06046949 171.12637353 206.84287766]
98,sequential,1,2293,9,3,True,0.009634299,"[6.0114592e-01 1.6747143e-09 3.0664592e-06 5.0782858e-09 5.5115446e-03
 1.6402956e-07 3.8368413e-01 3.3271610e-07 2.0513457e-05 9.6342992e-03]","[[[0.0000000e+00 4.6968830e-04 2.0076364e-26 9.9953032e-01 0.0000000e+00
   0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[472.04005936 147.90425648 204.65798716 238.7542998 ]
99,sequential,1,6059,3,7,True,0.0033400604,"[5.5530691e-01 3.3847860e-05 1.0550412e-03 3.3400604e-03 7.4850934e-09
 3.1144009e-05 2.2487397e-06 7.4801421e-05 4.3759653e-03 4.3577996e-01]","[[[0.0000000e+00 9.5648150e-22 0.0000000e+00 2.6985570e-31 0.0000000e+00
   0.0000000e+00 1.3834833e-29 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[228.97049186 232.01408698 102.22380383  62.0828654 ]
100,sequential,1,2073,5,7,True,0.219161,"[7.0036775e-01 9.3503459e-06 6.9682960e-06 8.3299754e-03 7.6298129e-06
 2.1916100e-01 7.0149206e-02 5.7331071e-04 9.4418891e-04 4.5056228e-04]","[[[0.0000000e+00 1.1050852e-37 0.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[307.04954655  73.01445222 241.79473873 167.886047  ]
101,sequential,1,9634,0,3,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]","[[[0.0000000e+00 0.0000000e+00 2.7525583e-31 1.0000000e+00 0.0000000e+00
   1.0233215e-27 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[479.71298772 149.14095423 100.25420965  83.97975307]
102,sequential,1,1984,2,2,False,-0.992933,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[5.0791746e-15 3.4378306e-11 1.0000000e+00 1.4232333e-24 0.0000000e+00
   7.6553382e-17 1.4999324e-08 6.3026189e-30 1.1750071e-22 0.0000000e+00]]]",[570.23712256  83.29795579 102.86036536 198.70392935]
103,sequential,1,1984,2,4,True,0.007067036,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[0.0000000e+00 6.8127838e-32 3.4715386e-34 2.0820294e-22 9.9993289e-01
   6.9978090e-21 0.0000000e+00 6.7073815e-05 6.3677076e-38 0.0000000e+00]]]",[320.24909955  62.17340016 127.30115014 234.1852323 ]
104,sequential,1,2648,9,5,True,0.055251542,"[8.9378810e-01 2.1169120e-05 3.4960795e-03 9.1764319e-04 4.0542443e-07
 4.2164735e-02 3.0267931e-06 8.4251090e-04 3.5146764e-03 5.5251542e-02]","[[[0.0000000e+00 5.0435685e-31 0.0000000e+00 0.0000000e+00 0.0000000e+00
   1.0000000e+00 8.6362087e-23 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[ 73.59096586 170.10662818   1.80238596 231.77235839]
105,sequential,1,1984,2,3,True,0.007067036,"[9.9110126e-01 2.5196633e-07 7.0670359e-03 1.4713846e-06 1.7774031e-06
 7.6659384e-10 1.2398995e-03 5.5490009e-04 3.0590185e-05 2.8691672e-06]","[[[0.0000000e+00 2.6657664e-15 2.0703281e-37 1.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 5.7232845e-34 0.0000000e+00 0.0000000e+00]]]",[406.06945083 144.83531939 118.61815189 150.36188326]
106,sequential,1,2896,8,2,True,0.09652358,"[8.92624855e-01 4.99331804e-07 1.49046855e-05 7.19282689e-05
 4.98914545e-08 9.00360849e-03 6.16863952e-04 8.06353546e-06
 9.65235829e-02 1.13569340e-03]","[[[3.4855772e-13 4.1430472e-21 7.8299969e-01 8.6334324e-29 1.4046417e-35
   2.1700029e-01 1.4502854e-21 1.3087311e-12 1.6703320e-21 0.0000000e+00]]]",[626.55728122  20.77016626 197.4306216  196.52724432]
107,sequential,1,9634,0,9,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]","[[[0.0000000e+00 3.8857749e-17 2.0752631e-15 1.1573473e-37 2.1670104e-04
   2.9031286e-15 0.0000000e+00 1.6392137e-17 0.0000000e+00 9.9978334e-01]]]",[694.64199919 158.91350912 132.95346736  41.25608295]
108,sequential,1,1678,2,3,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.2860709e-13 0.0000000e+00 0.0000000e+00]]]",[676.8442211  121.97896344 187.48644238 238.36639738]
109,sequential,1,4163,9,9,False,-0.89686453,"[6.63393795e-01 7.71643172e-05 5.09581878e-04 2.21601920e-03
 5.77150822e-05 9.11989808e-02 1.01243526e-01 3.16323973e-02
 6.53532147e-03 1.03135437e-01]","[[[0.0000000e+00 3.8679895e-09 2.6842602e-20 1.5985161e-27 1.1697102e-10
   8.7514485e-24 2.3538880e-21 8.2176087e-19 4.6526583e-35 1.0000000e+00]]]",[408.33542697 164.57323975  25.33914537 194.13411987]
110,sequential,1,1678,2,7,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],[779.56575057  74.21813407 133.12569951 201.60510279]
111,sequential,1,3558,5,7,True,6.9613714e-05,"[9.9979585e-01 3.0585111e-06 4.1192401e-05 6.7246387e-05 3.2782879e-10
 6.9613714e-05 1.0893197e-05 4.8536349e-06 3.1849588e-06 4.1351550e-06]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 1.3069393e-24 0.0000000e+00
   0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[171.68227728 130.68326257 136.85030913 138.36121407]
112,sequential,1,9768,2,9,True,0.023158668,"[9.6760398e-01 1.0580884e-06 2.3158668e-02 3.1423251e-04 1.0523704e-06
 1.4376479e-03 1.4421284e-04 1.3017294e-04 6.2395381e-03 9.6939068e-04]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   3.4771465e-15 0.0000000e+00 7.5087560e-18 0.0000000e+00 1.0000000e+00]]]",[749.81750628  58.4885508  148.06192064 210.856178  ]
113,sequential,1,1678,2,5,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]","[[[0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00 0.0000000e+00
   1.0000000e+00 3.0920255e-22 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[ 75.05748407 140.84301978 249.26362577 237.3543559 ]
114,sequential,1,1678,2,7,True,0.2803604,"[6.6391307e-01 1.5087559e-02 2.8036040e-01 5.2784664e-05 2.9439375e-06
 1.9328527e-05 9.4551309e-05 4.0342309e-02 3.1371976e-05 9.5772833e-05]",[[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]]],[761.92812934  15.34927467 241.01126141 229.07295467]
115,sequential,1,2073,5,5,False,-0.78083897,"[7.0036775e-01 9.3503459e-06 6.9682960e-06 8.3299754e-03 7.6298129e-06
 2.1916100e-01 7.0149206e-02 5.7331071e-04 9.4418891e-04 4.5056228e-04]",[[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]]],[333.82648908  87.65035136 129.53713715 241.07255407]
116,sequential,1,939,2,3,True,0.30224958,"[6.8734634e-01 2.5551759e-07 3.0224958e-01 7.0893811e-04 4.9006160e-10
 8.9524292e-06 1.1791135e-05 8.7233409e-03 7.7692981e-05 8.7314215e-04]","[[[0.0000000e+00 5.3553171e-02 2.0997708e-20 9.4644684e-01 0.0000000e+00
   3.6214725e-33 2.6631226e-27 5.7767548e-32 0.0000000e+00 0.0000000e+00]]]",[142.82813885 220.59075798 199.6042659  224.60268897]
117,sequential,1,2118,6,2,True,0.1318114,"[6.6023940e-01 3.3788968e-02 1.1327909e-03 1.3033885e-02 8.5665293e-02
 2.9702456e-04 1.3181140e-01 5.2982114e-02 2.0649057e-02 4.0005438e-04]","[[[0.0000000e+00 0.0000000e+00 1.0000000e+00 0.0000000e+00 0.0000000e+00
   0.0000000e+00 2.9347044e-30 0.0000000e+00 0.0000000e+00 0.0000000e+00]]]",[ 44.34610214 139.73103889 147.05629849 125.84057486]
118,sequential,1,9634,0,5,True,0.04953092,"[4.9530920e-02 6.6998446e-01 6.9455700e-03 5.1453087e-02 1.5870655e-06
 3.4442481e-05 6.8632668e-05 5.8168288e-02 1.6373087e-01 8.2187915e-05]","[[[0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00
   1.000000e+00 7.513522e-38 0.000000e+00 0.000000e+00 0.000000e+00]]]",[ 73.12080356 203.87916897 118.53992888 156.18028461]
